,Word,V,A,D
11286,ricochet,0.287,0.618,0.43
11287,rid,0.194,0.408,0.327
11288,riddanc,0.323,0.562,0.472
11289,riddl,0.401,0.722,0.48250000000000004
11290,ride,0.75,0.5595,0.546
11291,rider,0.635,0.627,0.574
11292,ridg,0.484,0.402,0.349
11293,ridicul,0.13799999999999998,0.715,0.2373333333333333
11294,rife,0.57,0.561,0.692
11295,riff,0.521,0.551,0.343
11296,riffraff,0.36,0.404,0.397
11297,rifl,0.333,0.882,0.7415
11298,rifleman,0.245,0.863,0.767
11299,rift,0.246,0.519,0.289
11300,rig,0.41333333333333333,0.47000000000000003,0.5326666666666666
11301,right,0.7885,0.355,0.7655
11302,righteou,0.823,0.385,0.79
11303,righteous,0.802,0.66,0.897
11304,righti,0.75,0.314,0.786
11305,rightli,0.74,0.471,0.782
11306,rigid,0.27749999999999997,0.541,0.6585
11307,rigor,0.4065,0.7815,0.78
11308,rim,0.51,0.397,0.302
11309,rind,0.542,0.28,0.491
11310,ring,0.7005,0.5125,0.5785
11311,ringer,0.573,0.604,0.347
11312,ringlead,0.52,0.55,0.64
11313,ringmast,0.63,0.622,0.732
11314,ringsid,0.5,0.644,0.411
11315,rink,0.551,0.392,0.392
11316,rins,0.663,0.168,0.409
11317,riot,0.10533333333333333,0.9256666666666667,0.57
11318,riotou,0.163,0.837,0.588
11319,rip,0.146,0.676,0.365
11320,riparian,0.552,0.408,0.412
11321,ripe,0.671,0.337,0.67
11322,ripen,0.685,0.4315,0.7150000000000001
11323,ripper,0.219,0.887,0.642
11324,rippl,0.5,0.4665,0.34850000000000003
11325,rise,0.7085,0.5974999999999999,0.7204999999999999
11326,risk,0.24,0.816,0.438
11327,riski,0.224,0.922,0.7
11328,risotto,0.802,0.454,0.234
11329,rite,0.378,0.57,0.606
11330,ritual,0.375,0.52,0.508
11331,ritualist,0.45,0.583,0.54
11332,rival,0.286,0.605,0.574
11333,rivalri,0.192,0.765,0.538
11334,river,0.688,0.392,0.605
11335,riverb,0.61,0.233,0.421
11336,riverbank,0.684,0.3,0.33
11337,riverboat,0.561,0.347,0.462
11338,rivet,0.4303333333333333,0.4296666666666667,0.414
11339,roach,0.146,0.598,0.259
11340,road,0.6665000000000001,0.42600000000000005,0.45
11341,roadblock,0.337,0.669,0.49
11342,roadhous,0.5,0.62,0.458
11343,roadi,0.5,0.566,0.455
11344,roadrag,0.458,0.567,0.565
11345,roadrunn,0.49,0.702,0.59
11346,roadsid,0.5,0.569,0.472
11347,roadster,0.531,0.622,0.473
11348,roadtrip,0.677,0.596,0.519
11349,roadway,0.562,0.206,0.509
11350,roadwork,0.562,0.538,0.509
11351,roam,0.51,0.55,0.444
11352,roar,0.438,0.8165,0.6545000000000001
11353,roast,0.5680000000000001,0.5305,0.325
11354,rob,0.112,0.84,0.5
11355,robber,0.135,0.772,0.481
11356,robberi,0.133,0.843,0.435
11357,robe,0.594,0.216,0.298
11358,robin,0.552,0.363,0.393
11359,robot,0.48333333333333334,0.513,0.6543333333333333
11360,robust,0.667,0.604,0.719
11361,roc,0.427,0.51,0.415
11362,rock,0.494,0.22249999999999998,0.55
11363,rocker,0.615,0.704,0.625
11364,rocket,0.664,0.824,0.774
11365,rod,0.479,0.319,0.355
11366,rodent,0.323,0.577,0.279
11367,rodeo,0.49,0.676,0.588
11368,roe,0.49,0.382,0.398
11369,rogu,0.334,0.713,0.636
11370,role,0.552,0.26,0.464
11371,roll,0.4895,0.558,0.2465
11372,roller,0.5055000000000001,0.3795,0.3405
11373,rollercoast,0.802,0.91,0.651
11374,rollick,0.878,0.806,0.552
11375,roman,0.615,0.475,0.639
11376,romanc,0.98,0.682,0.587
11377,romant,0.936,0.531,0.598
11378,romantic,0.854,0.521,0.593
11379,romp,0.61,0.64,0.417
11380,roof,0.602,0.226,0.342
11381,rooftop,0.571,0.471,0.461
11382,rook,0.38,0.4,0.51
11383,rooki,0.583,0.37,0.198
11384,room,0.7306666666666667,0.3163333333333333,0.48833333333333334
11385,roomi,0.76,0.342,0.736
11386,roommat,0.75,0.481,0.48
11387,roost,0.5,0.41,0.345
11388,rooster,0.459,0.385,0.275
11389,root,0.556,0.403,0.613
11390,root beer,0.582,0.52,0.415
11391,rope,0.4215,0.29200000000000004,0.3735
11392,rosari,0.806,0.14,0.43
11393,rose,0.865,0.276,0.386
11394,rosemari,0.688,0.381,0.425
11395,rosett,0.469,0.41,0.31
11396,rosi,0.94,0.528,0.755
11397,roster,0.531,0.306,0.381
11398,rot,0.1095,0.51,0.278
11399,rota,0.32,0.462,0.209
11400,rotari,0.573,0.462,0.528
11401,rotat,0.5640000000000001,0.495,0.521
11402,rote,0.561,0.481,0.696
11403,rotor,0.5,0.458,0.404
11404,rotten,0.104,0.59,0.327
11405,rotunda,0.5,0.464,0.393
11406,roug,0.562,0.4,0.382
11407,rough,0.31,0.6859999999999999,0.5609999999999999
11408,roughli,0.448,0.539,0.463
11409,roughneck,0.323,0.64,0.491
11410,roulett,0.326,0.69,0.422
11411,round,0.5720000000000001,0.4125,0.35350000000000004
11412,roundabout,0.49,0.425,0.495
11413,roundup,0.52,0.58,0.474
11414,rous,0.6174999999999999,0.5035000000000001,0.5775
11415,rouser,0.48,0.54,0.423
11416,rout,0.373,0.489,0.3755
11417,routin,0.365,0.219,0.333
11418,rove,0.52,0.42100000000000004,0.4455
11419,rover,0.51,0.538,0.421
11420,row,0.4425,0.359,0.4365
11421,rowboat,0.455,0.393,0.353
11422,rowdi,0.255,0.9,0.518
11423,royal,0.796,0.43,0.759
11424,royalti,0.832,0.571,0.833
11425,rub,0.4635,0.567,0.42000000000000004
11426,rubber,0.532,0.2885,0.3645
11427,rubbish,0.198,0.454,0.164
11428,rubbl,0.308,0.509,0.289
11429,rubdown,0.561,0.491,0.404
11430,rubi,0.663,0.408,0.544
11431,rubric,0.427,0.26,0.5
11432,rucku,0.271,0.706,0.411
11433,rudder,0.439,0.469,0.509
11434,ruddi,0.49,0.63,0.395
11435,rude,0.1705,0.82,0.5469999999999999
11436,rudiment,0.385,0.52,0.373
11437,rudimentari,0.286,0.321,0.509
11438,rue,0.323,0.394,0.246
11439,rueful,0.173,0.429,0.225
11440,ruff,0.365,0.51,0.375
11441,ruffian,0.13,0.824,0.463
11442,ruffl,0.443,0.561,0.518
11443,rug,0.5405,0.40449999999999997,0.519
11444,rugbi,0.677,0.82,0.708
11445,ruin,0.17,0.5473333333333333,0.21133333333333335
11446,ruinat,0.184,0.582,0.209
11447,ruinou,0.255,0.69,0.275
11448,rule,0.372,0.49649999999999994,0.5015
11449,ruler,0.44,0.4,0.631
11450,rum,0.561,0.377,0.451
11451,rumba,0.781,0.827,0.615
11452,rumbl,0.367,0.745,0.613
11453,rummag,0.243,0.615,0.289
11454,rumor,0.34099999999999997,0.593,0.3
11455,rump,0.449,0.425,0.396
11456,rumpu,0.448,0.531,0.422
11457,run,0.636,0.8225,0.49250000000000005
11458,runaround,0.448,0.519,0.349
11459,runaway,0.271,0.77,0.402
11460,rundown,0.52,0.296,0.465
11461,rune,0.438,0.3,0.304
11462,rung,0.51,0.355,0.368
11463,runner,0.459,0.747,0.632
11464,runni,0.54,0.439,0.325
11465,running sho,0.653,0.573,0.491
11466,runt,0.37,0.5,0.445
11467,runway,0.585,0.373,0.406
11468,ruptur,0.125,0.633,0.43
11469,rural,0.562,0.245,0.408
11470,ruse,0.531,0.64,0.546
11471,rush,0.402,0.815,0.5375000000000001
11472,rust,0.2835,0.311,0.3115
11473,rusti,0.271,0.345,0.231
11474,rustic,0.369,0.657,0.491
11475,rustl,0.333,0.538,0.394
11476,rustler,0.281,0.83,0.429
11477,rut,0.333,0.31,0.392
11478,ruth,0.469,0.427,0.444
11479,ruthless,0.208,0.85,0.67
11480,rye,0.49,0.298,0.411
11481,sabbat,0.771,0.24,0.427
11482,saber,0.551,0.62,0.553
11483,sabl,0.449,0.596,0.5
11484,sabotag,0.135,0.906,0.5
11485,saboteur,0.25,0.804,0.407
11486,sac,0.344,0.245,0.226
11487,sack,0.385,0.337,0.264
11488,sacr,0.833,0.375,0.862
11489,sacrament,0.69,0.316,0.7
11490,sacrific,0.2445,0.7749999999999999,0.536
11491,sacrifici,0.198,0.755,0.452
11492,sacrileg,0.281,0.708,0.491
11493,sacrilegi,0.146,0.736,0.449
11494,sad,0.1385,0.3105,0.1565
11495,sadday,0.52,0.418,0.411
11496,sadden,0.104,0.436,0.144
11497,saddl,0.51,0.509,0.306
11498,sadist,0.036500000000000005,0.912,0.5589999999999999
11499,sadli,0.047,0.255,0.216
11500,safari,0.663,0.673,0.64
11501,safe,0.898,0.306,0.759
11502,safeguard,0.786,0.624,0.7
11503,safekeep,0.653,0.51,0.586
11504,safeti,0.708,0.491,0.868
11505,saffron,0.443,0.373,0.349
11506,sag,0.153,0.578,0.445
11507,saga,0.635,0.44,0.6
11508,sage,0.781,0.327,0.693
11509,saggi,0.37,0.429,0.3
11510,sail,0.641,0.37,0.4125
11511,sailboat,0.719,0.392,0.381
11512,sailor,0.5,0.588,0.5
11513,saint,0.76,0.268,0.6845
11514,saintli,0.865,0.286,0.591
11515,sake,0.49,0.573,0.407
11516,salad,0.75,0.26,0.307
11517,salamand,0.41,0.362,0.309
11518,salami,0.667,0.36,0.339
11519,salari,0.786,0.48,0.652
11520,sale,0.647,0.602,0.573
11521,salesgirl,0.582,0.49,0.605
11522,salesman,0.643,0.559,0.664
11523,salient,0.6,0.573,0.702
11524,salin,0.43,0.34,0.385
11525,saliva,0.214,0.265,0.236
11526,salli,0.604,0.39,0.451
11527,salmon,0.76,0.25,0.444
11528,salmonella,0.167,0.608,0.312
11529,salon,0.531,0.296,0.463
11530,saloon,0.63,0.3,0.364
11531,salsa,0.742,0.5,0.37
11532,salt,0.328,0.356,0.305
11533,salti,0.388,0.531,0.288
11534,saltwat,0.327,0.33,0.364
11535,salut,0.8554999999999999,0.47950000000000004,0.5905
11536,salutari,0.885,0.36,0.686
11537,salv,0.612,0.39,0.5
11538,salvag,0.622,0.51,0.832
11539,salvat,0.857,0.48,0.8
11540,samba,0.781,0.74,0.465
11541,same,0.531,0.33,0.484
11542,sampl,0.521,0.187,0.452
11543,samurai,0.562,0.736,0.838
11544,san,0.459,0.294,0.246
11545,sanatorium,0.469,0.49,0.491
11546,sanctif,0.77,0.431,0.816
11547,sanctifi,0.7325,0.3415,0.6975
11548,sanctimoni,0.24,0.365,0.327
11549,sanction,0.262,0.723,0.454
11550,sanctiti,0.771,0.33,0.628
11551,sanctuari,0.863,0.226,0.575
11552,sanctum,0.521,0.438,0.657
11553,sand,0.614,0.2915,0.3405
11554,sandal,0.49,0.283,0.333
11555,sandbox,0.573,0.274,0.264
11556,sander,0.438,0.58,0.445
11557,sandi,0.406,0.265,0.296
11558,sandman,0.479,0.469,0.388
11559,sandpap,0.417,0.425,0.404
11560,sandstorm,0.324,0.821,0.629
11561,sandwich,0.672,0.314,0.31
11562,sane,0.76,0.235,0.67
11563,sanguin,0.52,0.56,0.545
11564,sanit,0.742,0.312,0.5
11565,sanitari,0.458,0.32,0.425
11566,sanitarium,0.448,0.645,0.57
11567,saniti,0.667,0.333,0.655
11568,santa,0.735,0.286,0.509
11569,sap,0.47,0.298,0.258
11570,sapien,0.48,0.453,0.584
11571,sapphir,0.77,0.472,0.651
11572,sappi,0.583,0.469,0.33
11573,sarcasm,0.125,0.685,0.346
11574,sarcast,0.397,0.781,0.298
11575,sarcoma,0.26,0.519,0.402
11576,sarcophagu,0.271,0.561,0.435
11577,sardin,0.541,0.236,0.236
11578,sardon,0.208,0.679,0.446
11579,sarsaparilla,0.542,0.488,0.345
11580,sash,0.48,0.298,0.333
11581,sashimi,0.704,0.31,0.359
11582,sassafra,0.469,0.388,0.471
11583,sassi,0.271,0.704,0.32
11584,satan,0.062,0.843,0.72
11585,satchel,0.521,0.306,0.345
11586,sate,0.667,0.4,0.472
11587,satellit,0.562,0.409,0.764
11588,satin,0.519,0.396,0.481
11589,satir,0.3905,0.635,0.505
11590,satisfact,0.939,0.637,0.673
11591,satisfactori,0.959,0.569,0.702
11592,satisfactorili,0.765,0.57,0.802
11593,satisfi,0.9053333333333334,0.6353333333333334,0.7346666666666666
11594,satur,0.33666666666666667,0.654,0.49733333333333335
11595,satyr,0.28,0.639,0.5
11596,sauc,0.562,0.515,0.288
11597,saucepan,0.347,0.264,0.321
11598,saucer,0.51,0.327,0.337
11599,sauci,0.25,0.653,0.391
11600,sauerkraut,0.531,0.454,0.336
11601,sauna,0.781,0.35,0.455
11602,sausag,0.542,0.429,0.3
11603,savag,0.204,0.931,0.605
11604,savageri,0.219,0.907,0.711
11605,savanna,0.606,0.147,0.394
11606,savannah,0.729,0.212,0.309
11607,savant,0.781,0.451,0.818
11608,save,0.7363333333333334,0.3666666666666667,0.637
11609,saver,0.745,0.382,0.802
11610,savior,0.92,0.469,0.804
11611,savor,0.827,0.552,0.526
11612,savori,0.812,0.717,0.619
11613,savvi,0.719,0.52,0.706
11614,saw,0.316,0.541,0.518
11615,sawdust,0.398,0.279,0.241
11616,sawmil,0.427,0.378,0.434
11617,sax,0.573,0.465,0.409
11618,saxophon,0.688,0.444,0.482
11619,say,0.571,0.31,0.482
11620,sayonara,0.56,0.398,0.402
11621,scab,0.354,0.33,0.272
11622,scabbard,0.325,0.219,0.217
11623,scaffold,0.488,0.433,0.4405
11624,scald,0.271,0.54,0.381
11625,scale,0.3745,0.33999999999999997,0.534
11626,scali,0.281,0.481,0.358
11627,scallop,0.49,0.363,0.331
11628,scalp,0.347,0.346,0.302
11629,scalpel,0.302,0.7,0.482
11630,scam,0.042,0.745,0.418
11631,scamp,0.458,0.464,0.371
11632,scampi,0.531,0.448,0.224
11633,scan,0.479,0.423,0.47
11634,scandal,0.1285,0.864,0.5565
11635,scanner,0.531,0.356,0.567
11636,scanti,0.287,0.333,0.127
11637,scape,0.29,0.625,0.536
11638,scapegoat,0.184,0.685,0.481
11639,scar,0.146,0.5,0.397
11640,scarab,0.406,0.458,0.267
11641,scarc,0.187,0.368,0.189
11642,scarciti,0.167,0.5,0.182
11643,scare,0.13,0.8616666666666667,0.2783333333333333
11644,scarecrow,0.219,0.274,0.349
11645,scarf,0.75,0.224,0.224
11646,scari,0.062,0.952,0.528
11647,scarier,0.156,0.846,0.472
11648,scariest,0.167,0.863,0.538
11649,scarlet,0.507,0.39,0.411
11650,scat,0.337,0.548,0.409
11651,scatter,0.26133333333333336,0.5166666666666667,0.3453333333333333
11652,scaveng,0.177,0.578,0.408
11653,scenario,0.667,0.51,0.683
11654,scene,0.57,0.34,0.578
11655,sceneri,0.745,0.253,0.592
11656,scenic,0.684,0.548,0.756
11657,scent,0.749,0.4595,0.46099999999999997
11658,scepter,0.63,0.3,0.67
11659,sceptic,0.253,0.4155,0.508
11660,schadenfreud,0.354,0.64,0.463
11661,schedul,0.51,0.38,0.48
11662,schemat,0.49,0.284,0.647
11663,scheme,0.521,0.269,0.577
11664,schill,0.367,0.41,0.418
11665,schism,0.28,0.569,0.386
11666,schizophren,0.102,0.958,0.433
11667,schizophrenia,0.092,0.88,0.435
11668,schlep,0.302,0.426,0.382
11669,schmuck,0.363,0.412,0.375
11670,schnapp,0.583,0.567,0.417
11671,schnitzel,0.365,0.43,0.382
11672,scholar,0.694,0.421,0.731
11673,scholarli,0.75,0.466,0.709
11674,scholarship,0.866,0.49,0.625
11675,scholast,0.5,0.47,0.491
11676,school,0.6735,0.4425,0.6365000000000001
11677,schoolboy,0.623,0.385,0.441
11678,schoolgirl,0.76,0.521,0.415
11679,schoolhous,0.602,0.407,0.672
11680,schoolmast,0.667,0.368,0.852
11681,schoolteach,0.521,0.38,0.632
11682,schoolwork,0.479,0.5,0.481
11683,schoolyard,0.684,0.529,0.44
11684,schooner,0.635,0.408,0.427
11685,sciatica,0.286,0.443,0.393
11686,scienc,0.588,0.429,0.741
11687,scientif,0.653,0.51,0.836
11688,scientist,0.562,0.5,0.79
11689,scifi,0.592,0.57,0.394
11690,scintil,0.603,0.6616666666666666,0.565
11691,scintilla,0.476,0.528,0.385
11692,scion,0.49,0.38,0.451
11693,scissor,0.458,0.462,0.302
11694,scoff,0.125,0.686,0.306
11695,scold,0.1325,0.794,0.5215
11696,scone,0.418,0.287,0.229
11697,scoop,0.583,0.543,0.64
11698,scoot,0.51,0.49,0.412
11699,scooter,0.51,0.587,0.371
11700,scope,0.656,0.386,0.718
11701,scorch,0.31,0.6619999999999999,0.47750000000000004
11702,score,0.632,0.4285,0.609
11703,scoreboard,0.667,0.484,0.472
11704,scorer,0.73,0.608,0.764
11705,scorn,0.11499999999999999,0.6193333333333334,0.31666666666666665
11706,scorpion,0.198,0.745,0.6
11707,scotch,0.578,0.52,0.615
11708,scoundrel,0.094,0.74,0.412
11709,scour,0.388,0.602,0.632
11710,scourg,0.214,0.64,0.302
11711,scout,0.656,0.611,0.763
11712,scowl,0.302,0.6,0.413
11713,scrabbl,0.625,0.412,0.399
11714,scram,0.306,0.485,0.409
11715,scrambl,0.447,0.6963333333333334,0.59
11716,scrambler,0.417,0.55,0.444
11717,scrap,0.156,0.339,0.173
11718,scrapbook,0.562,0.274,0.432
11719,scrape,0.315,0.5469999999999999,0.34450000000000003
11720,scrapi,0.306,0.706,0.231
11721,scrappi,0.301,0.375,0.406
11722,scratch,0.276,0.625,0.27
11723,scratchi,0.235,0.61,0.436
11724,scrawni,0.276,0.422,0.245
11725,scream,0.2165,0.882,0.527
11726,screamer,0.156,0.67,0.392
11727,screech,0.214,0.802,0.306
11728,screen,0.6160000000000001,0.43499999999999994,0.563
11729,screenplay,0.5,0.406,0.518
11730,screenwrit,0.571,0.5,0.712
11731,screw,0.3435,0.49,0.4205
11732,screwbal,0.271,0.68,0.505
11733,screwdriv,0.52,0.519,0.439
11734,screwi,0.344,0.596,0.45
11735,screwyou,0.26,0.647,0.509
11736,scribbl,0.429,0.453,0.358
11737,scribe,0.541,0.264,0.491
11738,scrimmag,0.367,0.66,0.411
11739,scrip,0.43,0.462,0.455
11740,script,0.61,0.45,0.527
11741,scriptur,0.648,0.26,0.613
11742,scroll,0.375,0.63,0.409
11743,scrotum,0.396,0.653,0.361
11744,scroung,0.21,0.565,0.397
11745,scrounger,0.323,0.49,0.358
11746,scrub,0.417,0.42,0.5
11747,scruffi,0.194,0.435,0.176
11748,scrumptiou,0.959,0.65,0.566
11749,scrupul,0.545,0.685,0.602
11750,scrutin,0.458,0.587,0.573
11751,scrutini,0.5,0.653,0.658
11752,scuba,0.542,0.494,0.456
11753,scuff,0.165,0.56,0.376
11754,scuffl,0.146,0.8,0.529
11755,sculleri,0.469,0.337,0.353
11756,sculptor,0.653,0.431,0.694
11757,sculptur,0.729,0.3595,0.5235000000000001
11758,scum,0.357,0.38,0.218
11759,scumbag,0.24,0.591,0.278
11760,scurri,0.398,0.647,0.509
11761,scurvi,0.354,0.462,0.312
11762,scuttl,0.438,0.398,0.43
11763,sea,0.833,0.353,0.589
11764,seaboard,0.663,0.356,0.507
11765,seafood,0.656,0.5,0.328
11766,seagul,0.635,0.245,0.314
11767,seal,0.45099999999999996,0.22949999999999998,0.46
11768,seam,0.427,0.25,0.414
11769,seaman,0.52,0.51,0.672
11770,seamless,0.459,0.14,0.302
11771,seamstress,0.535,0.288,0.389
11772,seaport,0.594,0.317,0.491
11773,sear,0.3595,0.48150000000000004,0.499
11774,search,0.5845,0.6185,0.464
11775,searchlight,0.622,0.51,0.552
11776,seashor,0.796,0.31,0.375
11777,seasick,0.115,0.683,0.245
11778,seasid,0.887,0.52,0.508
11779,season,0.70725,0.41025,0.45299999999999996
11780,seat,0.547,0.273,0.36
11781,seatbelt,0.656,0.314,0.726
11782,seawat,0.76,0.197,0.491
11783,seawe,0.446,0.286,0.382
11784,sec,0.49,0.385,0.38
11785,secess,0.323,0.561,0.509
11786,seclud,0.357,0.265,0.24
11787,seclus,0.23,0.558,0.505
11788,second,0.49,0.21,0.25
11789,second cousin,0.698,0.36,0.441
11790,secondari,0.636,0.375,0.26
11791,secondhand,0.194,0.389,0.283
11792,secreci,0.294,0.549,0.475
11793,secret,0.4125,0.49474999999999997,0.5235000000000001
11794,secretari,0.612,0.426,0.561
11795,secretariat,0.518,0.459,0.597
11796,secretli,0.525,0.404,0.479
11797,sect,0.265,0.667,0.526
11798,sectarian,0.26,0.606,0.517
11799,section,0.4635,0.34199999999999997,0.4425
11800,sector,0.594,0.19,0.569
11801,secular,0.41500000000000004,0.4505,0.5395000000000001
11802,secur,0.8103333333333333,0.34800000000000003,0.8623333333333333
11803,sed,0.314,0.273,0.352
11804,sedan,0.48,0.423,0.68
11805,sedat,0.583,0.21350000000000002,0.3715
11806,sedentari,0.292,0.185,0.273
11807,sedg,0.406,0.396,0.339
11808,sediment,0.438,0.306,0.372
11809,sedimentari,0.398,0.265,0.5
11810,sedit,0.327,0.557,0.591
11811,seduc,0.5783333333333333,0.8233333333333334,0.7239999999999999
11812,seduct,0.6405000000000001,0.856,0.6425000000000001
11813,see,0.635,0.269,0.312
11814,seed,0.6935,0.202,0.362
11815,seedi,0.229,0.39,0.325
11816,seedl,0.406,0.343,0.423
11817,seek,0.622,0.429,0.482
11818,seeker,0.646,0.464,0.553
11819,seem,0.471,0.302,0.298
11820,seemingli,0.49,0.41,0.356
11821,seer,0.604,0.481,0.74
11822,seesaw,0.57,0.559,0.41
11823,seeth,0.312,0.821,0.642
11824,segment,0.469,0.29,0.44
11825,segreg,0.252,0.5823333333333333,0.4136666666666667
11826,seismic,0.323,0.925,0.578
11827,seiz,0.656,0.644,0.673
11828,seizur,0.177,0.775,0.462
11829,seldom,0.323,0.379,0.287
11830,select,0.607,0.36433333333333334,0.6343333333333333
11831,selectman,0.552,0.547,0.609
11832,selenium,0.469,0.408,0.336
11833,self,0.704,0.37,0.5
11834,selfharm,0.35,0.62,0.407
11835,selfish,0.1305,0.6615,0.474
11836,selfless,0.521,0.235,0.396
11837,selflov,0.854,0.63,0.661
11838,selfworth,0.704,0.46,0.594
11839,sell,0.618,0.608,0.605
11840,seller,0.635,0.471,0.635
11841,sellout,0.398,0.49,0.465
11842,seltzer,0.448,0.452,0.406
11843,semant,0.698,0.394,0.569
11844,semaphor,0.552,0.374,0.598
11845,semblanc,0.5,0.471,0.442
11846,semen,0.5,0.755,0.471
11847,semest,0.521,0.327,0.482
11848,semi,0.296,0.345,0.304
11849,semiautomat,0.469,0.51,0.522
11850,semicolon,0.378,0.255,0.318
11851,semin,0.459,0.413,0.566
11852,seminar,0.583,0.36,0.623
11853,seminari,0.594,0.367,0.589
11854,semiot,0.449,0.417,0.596
11855,sen,0.74,0.461,0.693
11856,senat,0.4405,0.38549999999999995,0.8285
11857,send,0.663,0.48,0.537
11858,sender,0.542,0.449,0.509
11859,senesc,0.378,0.456,0.394
11860,senil,0.28,0.211,0.305
11861,senior,0.48450000000000004,0.421,0.569
11862,senor,0.527,0.217,0.63
11863,senorita,0.765,0.55,0.5
11864,sens,0.781,0.417,0.474
11865,sensat,0.8594999999999999,0.745,0.7655000000000001
11866,senseless,0.125,0.388,0.136
11867,sensibl,0.6646666666666666,0.4046666666666667,0.38533333333333336
11868,sensit,0.732,0.4215,0.3245
11869,sensor,0.571,0.377,0.542
11870,sensori,0.583,0.48,0.442
11871,sensual,0.7869999999999999,0.815,0.637
11872,sensuou,0.854,0.798,0.625
11873,sentenc,0.3725,0.5235000000000001,0.5545
11874,sentient,0.583,0.417,0.363
11875,sentiment,0.7063333333333333,0.459,0.42333333333333334
11876,sentinel,0.531,0.602,0.845
11877,sentri,0.47,0.547,0.684
11878,separ,0.30425,0.46525,0.3735
11879,separatist,0.245,0.627,0.537
11880,sepia,0.448,0.27,0.345
11881,sepsi,0.229,0.452,0.327
11882,sept,0.521,0.333,0.361
11883,septic,0.281,0.462,0.425
11884,septum,0.276,0.423,0.41
11885,sequel,0.65,0.48,0.574
11886,sequenc,0.543,0.35,0.529
11887,sequent,0.531,0.423,0.591
11888,sequest,0.16,0.863,0.427
11889,sequestr,0.177,0.86,0.5
11890,seren,0.851,0.127,0.4635
11891,serenad,0.875,0.57,0.491
11892,serendip,0.677,0.413,0.5
11893,sergeant,0.408,0.6,0.833
11894,seri,0.622,0.431,0.42
11895,serial,0.4845,0.40249999999999997,0.5325
11896,serif,0.531,0.417,0.415
11897,seriou,0.5,0.455,0.619
11898,serious,0.439,0.365,0.75
11899,sermon,0.417,0.507,0.615
11900,serpent,0.115,0.696,0.679
11901,serpentin,0.576,0.646,0.329
11902,serrat,0.388,0.435,0.418
11903,serum,0.52,0.231,0.443
11904,serv,0.622,0.4,0.384
11905,servant,0.34,0.408,0.331
11906,server,0.656,0.356,0.536
11907,servic,0.759,0.404,0.6095
11908,servil,0.439,0.327,0.415
11909,servitud,0.25,0.49,0.25
11910,sesam,0.673,0.25,0.382
11911,sess,0.418,0.481,0.411
11912,session,0.5780000000000001,0.5295,0.5705
11913,set,0.521,0.482,0.63
11914,setback,0.198,0.451,0.25
11915,sett,0.56,0.413,0.5
11916,setter,0.541,0.455,0.473
11917,settl,0.677,0.515,0.6225
11918,settlement,0.635,0.412,0.723
11919,settler,0.573,0.453,0.519
11920,settlor,0.531,0.434,0.534
11921,setup,0.667,0.398,0.635
11922,seven,0.672,0.265,0.373
11923,seventeen,0.585,0.296,0.321
11924,seventh,0.5,0.245,0.288
11925,seventi,0.625,0.353,0.446
11926,sever,0.33142857142857146,0.5891428571428571,0.5694285714285715
11927,sew,0.5675,0.3385,0.348
11928,sewag,0.255,0.343,0.339
11929,sewer,0.286,0.367,0.282
11930,sewerag,0.208,0.45,0.198
11931,sex,0.803,0.939,0.704
11932,sexi,0.865,0.945,0.802
11933,sexist,0.255,0.798,0.411
11934,sexual,0.627,0.9285,0.6485000000000001
11935,shabbi,0.235,0.519,0.259
11936,shack,0.396,0.425,0.339
11937,shackl,0.276,0.58,0.414
11938,shade,0.4326666666666667,0.29633333333333334,0.3253333333333333
11939,shadi,0.323,0.509,0.375
11940,shadow,0.302,0.343,0.158
11941,shadowi,0.135,0.373,0.33
11942,shaft,0.549,0.275,0.472
11943,shag,0.417,0.462,0.34
11944,shaggi,0.51,0.302,0.321
11945,shake,0.357,0.7689999999999999,0.397
11946,shakedown,0.286,0.692,0.481
11947,shaken,0.344,0.657,0.333
11948,shaker,0.52,0.728,0.518
11949,shaki,0.26,0.734,0.223
11950,shall,0.51,0.385,0.412
11951,shallow,0.4075,0.33299999999999996,0.3595
11952,sham,0.354,0.602,0.395
11953,shaman,0.49,0.531,0.604
11954,shambl,0.271,0.696,0.287
11955,shame,0.07833333333333334,0.639,0.21233333333333335
11956,shameless,0.274,0.713,0.407
11957,shampoo,0.604,0.18,0.25
11958,shanghai,0.551,0.45,0.509
11959,shank,0.53,0.393,0.286
11960,shanti,0.427,0.459,0.255
11961,shape,0.6815,0.3405,0.626
11962,shard,0.388,0.407,0.426
11963,share,0.7929999999999999,0.505,0.545
11964,sharehold,0.656,0.632,0.915
11965,shark,0.26,0.845,0.596
11966,sharp,0.594,0.485,0.619
11967,sharpen,0.5623333333333332,0.592,0.555
11968,sharpshoot,0.24,0.929,0.764
11969,shatter,0.11333333333333334,0.7956666666666666,0.416
11970,shave,0.5105,0.4395,0.4165
11971,shaver,0.418,0.45,0.392
11972,shawl,0.72,0.365,0.23
11973,sheaf,0.396,0.387,0.456
11974,shear,0.3575,0.587,0.321
11975,sheath,0.41900000000000004,0.397,0.492
11976,shed,0.427,0.402,0.47
11977,sheen,0.812,0.51,0.712
11978,sheep,0.604,0.206,0.161
11979,sheepdog,0.684,0.442,0.529
11980,sheepish,0.326,0.441,0.205
11981,sheer,0.604,0.25,0.481
11982,sheet,0.439,0.174,0.302
11983,sheik,0.521,0.579,0.708
